cid,text,time,author,channel,votes,photo,heart
UgwHZnAbNF7Z9EVrBZR4AaABAg,Bennet tho- 👀✨❤️,1 maand geleden,꧁JustLil Adie꧂,UCRxx-A-lCmCuzlXMJsisTRg,0,https://yt3.ggpht.com/EhaI_pioOn3J9bwYBl0axbpA-TBigDiSFCE9FGunKixsvtz23R4JyQ8xjFKWxmsx8TVYRgEV=s176-c-k-c0x00ffffff-no-rj,0.0
Ugz9RG-jT001bc-bVzZ4AaABAg,Albedo what is this behaviour,1 maand geleden,Richard A.,UC-Vd4SiAVE480P_KzxwGoWA,0,https://yt3.ggpht.com/ytc/AKedOLTy-Zp_PSCJVhuEJB_Nh0Qk7AO3zUB7caVbFqSM2Q=s176-c-k-c0x00ffffff-no-rj,0.0
UgyeHpeMrjVmccOkOEh4AaABAg,Nice,1 maand geleden,Sh1ft,UCK3rPhH6zYvwf7vqHz12YUQ,0,https://yt3.ggpht.com/QKUEuh_epyiIidI428vdaB9gQnAQlFDvTJEAJxPfeq5FRvagkES3zPan_KMiD3wKO5LCWRpm=s176-c-k-c0x00ffffff-no-rj,0.0
UgwiQutDa3PXNo8j4OZ4AaABAg,"Wait wait wait, what's going on with Albedo?",1 maand geleden,bolemis,UC5vpKl_XxrwdK0ZlshYRkmg,0,https://yt3.ggpht.com/ytc/AKedOLTR1l0mC3zl3VbpfZGtv4ZxpCZqxBitF-oQ8-9puw=s176-c-k-c0x00ffffff-no-rj,0.0
UgzKB6x95toz-Acxw514AaABAg,YO MARVELOUS MERCHANDISE IS BACK,1 maand geleden,Nurul Hani,UCOlWxy7azeEpWy7rr1aJoPg,0,https://yt3.ggpht.com/ytc/AKedOLQgez-2iyi_l8nw60udKp8bREmo3z9Lr_q-usZi6A=s176-c-k-c0x00ffffff-no-rj,0.0
UgzX59czxRFhCimdORh4AaABAg,Wait did they really show the best character in the game bennette with the travellers handy sword 😂😂😂,1 maand geleden,Tcount ú,UCgfr5JV8GW0UBatganINt7w,0,https://yt3.ggpht.com/F9bXqe_5xifJRIxTYaVoAgwN9oZqnXxhbQVN-0BxGFn6c0Jveun7smyB2Q4fkLHrkYx8AlHN=s176-c-k-c0x00ffffff-no-rj,0.0
UgwrOX8NhTsqW-VdKAF4AaABAg,Yooow Albedo vs Eula,1 maand geleden,Arjay Gaje,UCmf3IlmFcYc-kHQBsOQM7bg,0,https://yt3.ggpht.com/ytc/AKedOLQz3ZVzcdYU5UqhlxxXpEkZSEe4_lKqmdoHdZvc-Q=s176-c-k-c0x00ffffff-no-rj,0.0
UgyQWdelwsjLf-3zpVJ4AaABAg,"my brain cannot process all of the things that happened here, i need a moment



JSJSJDJWKAOQLQLAPKABRGEKWOWPGEG",1 maand geleden,Byonty,UCFLej2NzceNT6obeAbiBXrQ,0,https://yt3.ggpht.com/ytc/AKedOLRRSEghcbjGfLyi1aTKjTyy7QlEPK0FK85lyDO5=s176-c-k-c0x00ffffff-no-rj,0.0
UgyzaPOr_HmKPgRQVNx4AaABAg,BENNY!!!!,1 maand geleden,Dank ln Donutz,UCWs-kjMiZGnWPxG79mD__nw,0,https://yt3.ggpht.com/ytc/AKedOLS-9Kw2yi3KsUULNZ9WH1a9NJ0V222TxK99ZV1G7A=s176-c-k-c0x00ffffff-no-rj,0.0
UgxlpsvekGo7XhfFsdd4AaABAg,Here within 14m🤟🏻🤟🏻,1 maand geleden,Annnissa Prima,UCu4U_f9DGfBhqN6IIMFzm4Q,0,https://yt3.ggpht.com/ytc/AKedOLQDXe2LpsI8VFLo3hvzK0rThKFQd8rxtCx_pbMDuQ=s176-c-k-c0x00ffffff-no-rj,0.0
Ugwb3AkbWdMRTF70Cgp4AaABAg,xiao....i'll have you,1 maand geleden,yumuiz,UCX3ZBXHkU1QjhqGFVaMstYw,0,https://yt3.ggpht.com/ytc/AKedOLSwkDy1mQ01YwIlnVlxxeXEpLMQfSVVLOB3ODJwjg=s176-c-k-c0x00ffffff-no-rj,0.0
Ugz5JDBjHges8RRnFex4AaABAg,Abedo die! He dare to face Pyro archon.,1 maand geleden,Sorawit Kidserge,UCUbh1xWPHI3x63HRNaSMVHw,0,https://yt3.ggpht.com/ytc/AKedOLR1Sf9BRXQNo2WgbtOnrs8uIaa-xq65E9WjkymTHA=s176-c-k-c0x00ffffff-no-rj,0.0
UgwrJA8SUtHB7-wSe-t4AaABAg,"2.2 - Domain fight
Piano comeback
Peace
2.3 - Inazuma issue
Dragonspine issue
Look like story getting interesting

Still when Dainsleif comeback",1 maand geleden,Krises,UC7EAP9ETMmPN3bagPxTTd1w,0,https://yt3.ggpht.com/cO_QL4bp3P0f700-M2huO5V1NNykhyTL0GMlOwuSMEObTF174LrwR80wNqE8Ka_GlEC9mxtc=s176-c-k-c0x00ffffff-no-rj,0.0
Ugw3ENag_MoAM05WqYJ4AaABAg,Beidou's getting a hangout?! grins in C6 Beidou,1 maand geleden,Spiffy 84730,UC25rD7ZNwmj3siR7AziorRw,0,https://yt3.ggpht.com/ytc/AKedOLTs5XCiEZkDVR9Hgz5WwAa5hGP6jcClPpm6NQ=s176-c-k-c0x00ffffff-no-rj,0.0
Ugwmaa05FDck6M5SI3h4AaABAg,Whaaaaaattt? Albedooo,1 maand geleden,DeepDarkTech,UCUf2vfHoEh11sJFIssa4-xg,0,https://yt3.ggpht.com/ytc/AKedOLTCxBwiGmHc4WsDnvdBs5Qp78CpW0kTXHhERrCpLA=s176-c-k-c0x00ffffff-no-rj,0.0
UgwxsQl4vFLtx-QbNgN4AaABAg,"EULA SAMAAAAAAAAA


FKYO ITTO GO OUT you don’t deserve my primos",1 maand geleden,Ripple Reaper,UCP3HKPZLER1iEOzWkBN-aHA,0,https://yt3.ggpht.com/ytc/AKedOLSUKdH5DmIzazQ9PRequc1CIKlFqDDe0JPL3Oeu=s176-c-k-c0x00ffffff-no-rj,0.0
UgzSW9UDxoqe00PO0PR4AaABAg,YO ITTO OST SLAP SO HARD,1 maand geleden,aidil ackerman,UCyzE-w19SzedsyPVPkWRmlg,0,https://yt3.ggpht.com/ytc/AKedOLSoaovROtlaPXDtpbm2ro1RPymVM73BOeWm6HK0lQ=s176-c-k-c0x00ffffff-no-rj,0.0
UgwkBdhdNHetTzcUNeZ4AaABAg,2:46 shows why Bennett should have his own show,1 maand geleden,Caelum Est Finis,UCtj665FRPf7MRs05pc37cVA,18,https://yt3.ggpht.com/N8hbEhvsFrL8tu64DV1ZwC8NOcasiQxtvkQ3ipaLlDj-TlyBgP8AHug01oFhkhwiZQif1l4AJg=s176-c-k-c0x00ffffff-no-rj,0.0
UgwZ9G0coOuND6ON0q54AaABAg,Is Albedo gonna be a new weekly boss?,1 maand geleden,Adwa S,UCpYDes2VV9p8dYp3T2Qtf8g,3,https://yt3.ggpht.com/ytc/AKedOLTdbDJdmYhc9vXQ_7-RTWVGKmMIzB2MpDSSkR3d=s176-c-k-c0x00ffffff-no-rj,0.0
UgykX80i6u80AMs6RVR4AaABAg,"Finally, more activities in dragonspine! I was starting to forget about this big mountain",1 maand geleden (bewerkt),antique,UCQOuYRqmOmFvodB-_LB-rPQ,0,https://yt3.ggpht.com/oUBegMhYyQNbC9zeaS7RPe6TCweNbnevI5TLz3Q_r3J8kL-C9CsX8QurQoqy8AByhPF3VqOwNw=s176-c-k-c0x00ffffff-no-rj,0.0
UgzPj-nV9-KDMkblMlF4AaABAg,Cryo Albedo?,1 maand geleden,Geeki,UCM22w4a_a4hNgxslXLkvx4g,1,https://yt3.ggpht.com/ytc/AKedOLTHErLTm_qqYTBc7Amuqt_dQBDQnsD0o2bybrZhtEM=s176-c-k-c0x00ffffff-no-rj,0.0
UgzVR2R22wfLq7AhiRJ4AaABAg,"Albedo is finally gonna destroy monstadt.
Bennett : hi",1 maand geleden,YasminLovesHerself,UCsGgkzJ8VcVsYcGULfEvKCw,0,https://yt3.ggpht.com/P3lIfBrfnlak-vQ0__v4ifP_GNngssANWQHbvxbwuKeDrNg8X4OtUPReY8mZlH_A13pYOtIG27s=s176-c-k-c0x00ffffff-no-rj,0.0
UgwiQutDa3PXNo8j4OZ4AaABAg.9UdocIQHNre9Udop2vX4NY,Maybe he lost control,1 maand geleden,Serenity Al,UC6F7eux6Jzjqn2d1zGUi29g,0,https://yt3.ggpht.com/ytc/AKedOLTxOw1WREOdxv96APM4FkceMwBccoN-DtaNh7IKGA=s176-c-k-c0x00ffffff-no-rj,0.0
UgwrJA8SUtHB7-wSe-t4AaABAg.9UdobhYoflc9UdosfXHN_o,Yeah 😥,1 maand geleden,Serenity Al,UC6F7eux6Jzjqn2d1zGUi29g,0,https://yt3.ggpht.com/ytc/AKedOLTxOw1WREOdxv96APM4FkceMwBccoN-DtaNh7IKGA=s176-c-k-c0x00ffffff-no-rj,0.0
UgwrJA8SUtHB7-wSe-t4AaABAg.9UdobhYoflc9Uf1g-jk9JF, @Serenity Al  I want story of Lumine and Aether continue.,1 maand geleden,Krises,UC7EAP9ETMmPN3bagPxTTd1w,0,https://yt3.ggpht.com/cO_QL4bp3P0f700-M2huO5V1NNykhyTL0GMlOwuSMEObTF174LrwR80wNqE8Ka_GlEC9mxtc=s176-c-k-c0x00ffffff-no-rj,0.0
UgwkBdhdNHetTzcUNeZ4AaABAg.9UdobPHNZAn9UdpozgsMfG,https://youtu.be/gT_ndtIPYQI,1 maand geleden,gelas lawas,UCgMB3dptUPXKI_t9mxHIFrA,0,https://yt3.ggpht.com/ytc/AKedOLTBQxmHdxoPlTwWyVuDxRxlwtFfqon2UGPTSO2O=s176-c-k-c0x00ffffff-no-rj,0.0
UgwtDLRcsWOJIJo78Fp4AaABAg,Bennett 6 star character to the rescue,1 maand geleden,JussTK,UCl1zrtZ61WGGYG2mTimVbnQ,1,https://yt3.ggpht.com/8UZc7cV75uziIIgfTsXsBJivU6c_rkDRL10eSyre54L4qtRLLoY2euiD_MkJsj5kQ9P9RuwO=s176-c-k-c0x00ffffff-no-rj,0.0
UgxmdCE0p4PYHKEeR6N4AaABAg,2:50 My boy Aether still using the dull blade after Albedo gave him a free festering desire,1 maand geleden,300 Ping Genshin,UC3VAauC6sz6cMhnZAzwwRLw,1,https://yt3.ggpht.com/kuwFR4RGZDXjLvr32KHsWabCz4TGcd5w94Iq4hzc6fJFGZusjLL9uQCRl9fAAUlR9ZzpIb9jaw=s176-c-k-c0x00ffffff-no-rj,0.0
UgxRjJab_d1Vo-YvpOJ4AaABAg,"This update is going to be awesome, I can't wait to play the story/ hang out quests and enjoy building my snowmen~ <3 <3",1 maand geleden,Madison N,UCGZpdskTz3LUYoW9fPIxGZA,0,https://yt3.ggpht.com/ytc/AKedOLQhJPnasMPiyN-zq-vRu212IZymvZziXT434-PHkA=s176-c-k-c0x00ffffff-no-rj,0.0
UgxuoPDTkTPzg_47VQx4AaABAg,"Quite literally in love - with everything about this update but the most important thing EVERYONE should have said ….:







BENNNNNNNEEEEEEETTTTTTTTTT",1 maand geleden,Stacey the epic!,UCfaJQdJfGnP3lax2Ee1aKcQ,15,https://yt3.ggpht.com/r7hoYSehWimZgY-s21c4yWj0Qch2dLaxuu_ojarvEaYSt93LrgXYDHNZO7s-AbKsS1WJCzQeLA=s176-c-k-c0x00ffffff-no-rj,0.0
Ugz7rTvFbfQIs6IRqch4AaABAg,EYYY BENNETTO BOY,1 maand geleden,Raddish.Pickled,UCjovL6E4Ir2K1IoILmmyHYw,0,https://yt3.ggpht.com/ytc/AKedOLRoqfeVCcUxtebpgSWUJfHg-VV34i4RQkh4W-alAw=s176-c-k-c0x00ffffff-no-rj,0.0
UgwRHPMJhV8KyEGkki54AaABAg,EULA,1 maand geleden,CorruptDR.S,UCiboUzy_wZkfSLiyaOUfA-Q,0,https://yt3.ggpht.com/aEtOwDvNYl1_5uYC201YMduf4usQKZEJ3ueAqI4ykofilGbWhpTmNhe2xXH5I7xWin2zITjc=s176-c-k-c0x00ffffff-no-rj,0.0
UgxfvTEisBSDyfzsWht4AaABAg,Ngl itto and the albado battle scene looks like an anime fight scene its so epic!!!,1 maand geleden,JustCallMe Ray,UC42GbjqlGyE16ZVzYazTCIA,0,https://yt3.ggpht.com/9LfLmsBGSiPCZXT8J4YQohLGWGBVuZHlriCpxyLonvIieVu6jty0RsfPwi3ZkQ4KqTogLESu=s176-c-k-c0x00ffffff-no-rj,0.0
Ugx8EP7hrGvs-nXeQ2h4AaABAg,"All people think Albedo is evil. I bet it's not. BEcause it rather looks like he just stood up from fall and is not evil at all but tries tso do a minor thing xD Bet they all get trolled. 
Also everyone: YAY ITTO, ALBEDO, DOGBOYE
Me: EULA!",1 maand geleden,Silber Hörnchen,UC-PiVp3zCuQWTe0PuYoAhjw,0,https://yt3.ggpht.com/pVCjo9Z2Cikt_6-cVBQ4o_f8VbZi0Ms1nxXDMCTeFikwLKQSj0fsxkE_USNg0e38rBkmrDnp=s176-c-k-c0x00ffffff-no-rj,0.0
UgzF3Y_IuAWnhEeVbfB4AaABAg,Cryo Albedo!?,1 maand geleden,Salwa Ahmad Z,UC6nFFOI-A3iNBsE9XyOOO3w,0,https://yt3.ggpht.com/ytc/AKedOLQCHz_gXdP-jTE6euO8NzPFfzKMGIetN3NBb0V32w=s176-c-k-c0x00ffffff-no-rj,0.0
UgwV9bla7vmoPifignx4AaABAg,Albedo joining Fatui?,1 maand geleden,Kamal Yandluri,UC6uxGem6435ptwizO-4RGAA,0,https://yt3.ggpht.com/ytc/AKedOLQK9Ck-9589hrF17tAE6AcqegAaTEsdLMTCWu_W=s176-c-k-c0x00ffffff-no-rj,0.0
UgwG81VkpEdaH7l3o8B4AaABAg,Within an hour pog,1 maand geleden,Medics :p,UCTLsyDcYIibLkAsW6mrRA-Q,0,https://yt3.ggpht.com/dkda4uVLMSCN7Vbvc8L2XY7UfItPLxUcfHafUAv9L7etlTNVc1W7MwVoa_t0Q_e1c1hCyfuwLwE=s176-c-k-c0x00ffffff-no-rj,0.0
UgzrjB1_-uuZWqS3RUN4AaABAg,Now my albedo gonna face his cyro form 😰,1 maand geleden,Senor Japones,UCMHSKhMz2kEDwnc4UhSrDuA,0,https://yt3.ggpht.com/ytc/AKedOLQT7INRa-JaNmHK-5TZUpXNGOK8Z0E2BxMmX2IRVA=s176-c-k-c0x00ffffff-no-rj,0.0
UgwTFwly36JE9oASxo94AaABAg,среншин,1 maand geleden,Анастасия Двинская,UC6wp-eRlc9_-LDeuzOEwhyA,0,https://yt3.ggpht.com/ytc/AKedOLR6rkGwpRdosmQsCaMQlOmNpUZKxOPOZnEywg=s176-c-k-c0x00ffffff-no-rj,0.0
UgykK3n_8gOCH7apKg94AaABAg,"albedo: ""guess i'll die""",1 maand geleden,Gehama,UCRLVK0z0EPnE-RoTP-PAwvA,1,https://yt3.ggpht.com/QK-gWPgSXOo51GEAh0VvK_TdyUv7W3UMutAZt5Q34zVqZNcgeH16k07yVKmz1DmgPbZ9-wHxLQ=s176-c-k-c0x00ffffff-no-rj,0.0
Ugz-VzpxrVpIR9mlghZ4AaABAg,Benny!!?,1 maand geleden,Quang Nhật,UCY1K2_T1RTAMFEDpqsRVTTw,0,https://yt3.ggpht.com/ytc/AKedOLRaDhOpmxemd43btzPP7SFkgKl3OBIC1jEBXBxd=s176-c-k-c0x00ffffff-no-rj,0.0
UgzeKbLaFE3YKw3n_wF4AaABAg,Ngl Bennet was a badass in this trailer,1 maand geleden,trigger happy,UCZaO46MDOMEoqEDXOHKGFxQ,0,https://yt3.ggpht.com/ytc/AKedOLTIaEE4ZEGyYMJEIWZxsKyf2V7sotfZzjeUKLDusQ=s176-c-k-c0x00ffffff-no-rj,0.0
UgwDDCL5LcGI6Z-eDF94AaABAg,gorou is hot,1 maand geleden,hannaki,UCtPMGLesiYqvWfFcZlcpCFw,2,https://yt3.ggpht.com/4GUuTpy2TrNVA2Xw_yF66CwDi7oww8aT2E9AdJVlo0G5aLfbMZ7QqrDyGzM-XBQ-g_NqtNkB=s176-c-k-c0x00ffffff-no-rj,0.0
UgxsZfnSmyelKsKbulx4AaABAg,EULAAAAAAAAAA,1 maand geleden,Helluuu :D,UC7xTauezdG19eSjHZPFSYpA,0,https://yt3.ggpht.com/8zqEexD0eUMl6SZo636mWFHdbo001LQBS5kyGQTy0FjCnu-vqE2sDH9VjXBnuLNEC5Ir8EvSLg=s176-c-k-c0x00ffffff-no-rj,0.0
Ugy3fZSE9YZDKrGXYzt4AaABAg,what are you doing Albedo ?? SHEESHHH,1 maand geleden,semapi 1,UCVyEWMltLP0PqZbbnJOW5ZQ,0,https://yt3.ggpht.com/ytc/AKedOLTQmdagUi6BLiS2QISENIfTD0S4LzVkXXmq-w=s176-c-k-c0x00ffffff-no-rj,0.0
Ugw_LItQEkikYraUQGh4AaABAg,The new formation of the trailer. This trailer is significantly different from all the past.,1 maand geleden,Bald Eagle,UCBl4A0HhcWl6ibxiOb82AyQ,0,https://yt3.ggpht.com/ytc/AKedOLT1t_KL-wVaQfXmOu7w230T3cViNaQID4BUQ3jQ=s176-c-k-c0x00ffffff-no-rj,0.0
UgxuoPDTkTPzg_47VQx4AaABAg.9Udoan2B6mL9Udp_WoXzqg,https://youtu.be/EEa77RlP2Wc,1 maand geleden,gelas lawas,UCgMB3dptUPXKI_t9mxHIFrA,0,https://yt3.ggpht.com/ytc/AKedOLTBQxmHdxoPlTwWyVuDxRxlwtFfqon2UGPTSO2O=s176-c-k-c0x00ffffff-no-rj,0.0
UgxfvTEisBSDyfzsWht4AaABAg.9UdoadIfLai9Udq6WbqPoI,https://youtu.be/gT_ndtIPYQI,1 maand geleden,gelas lawas,UCgMB3dptUPXKI_t9mxHIFrA,0,https://yt3.ggpht.com/ytc/AKedOLTBQxmHdxoPlTwWyVuDxRxlwtFfqon2UGPTSO2O=s176-c-k-c0x00ffffff-no-rj,0.0
UgwDDCL5LcGI6Z-eDF94AaABAg.9Udoa4zx5Mt9UdolAtcjVY,exactly,1 maand geleden,halfmoon.,UCf_gDQZIx9QUy4SD75BsDGA,0,https://yt3.ggpht.com/ytc/AKedOLQ_IFKvLCczKu2paKCKny2qYcr_T-5-NbpPENgIbok=s176-c-k-c0x00ffffff-no-rj,0.0
UgwzBweUprmjU2iImGR4AaABAg,EARLY FOR FIRST SECOND YESS,1 maand geleden,oh,UCDKoIzklFMuHWzJ-0x_sa5w,0,https://yt3.ggpht.com/NvdFWMxY-P-wi_iAGOObt88kTWhAvhwox0fMFzOucKAy1TleMsndoOdfvRQZFs2IjxZct_N8=s176-c-k-c0x00ffffff-no-rj,0.0
UgxI9cy9vYqwu0zEX514AaABAg,wait it's 2.2?,1 maand geleden,Cat Admirer,UChNWkyIp1hI6W_0fmrLO5Kw,0,https://yt3.ggpht.com/ytc/AKedOLTc1OF1Nfq9E_nz0DmvUb-vplhAoyi8WY59Yw=s176-c-k-c0x00ffffff-no-rj,0.0
Ugy434r436rrjlwOfLF4AaABAg,i love how gorous voice is deeper than ittos,1 maand geleden,Janeruxox,UCR2T_XAadpyyTDLY_JzJ4LQ,0,https://yt3.ggpht.com/ytc/AKedOLTmK31w4a4K8ZQBrrsS4nDcM4Opj8bLFTXn_Ziv-g=s176-c-k-c0x00ffffff-no-rj,0.0
Ugx3-17fShNfn5mqJEx4AaABAg,Oh no our  mountain is broken,1 maand geleden,Ralph Mastalier,UCZ332GuvpRGS-inCMxxkuSQ,1,https://yt3.ggpht.com/ytc/AKedOLSqB9CH-p_Fbus0XdjsJiXk8Yx6sbHBO4JMWJYr=s176-c-k-c0x00ffffff-no-rj,0.0
UgwO-YJibgJhLrFu5Rp4AaABAg,Omg itto just threw that cute buffalo...!!!,1 maand geleden,Cừu,UCvxioUZ3GJ3qCdB4J8y2iQQ,0,https://yt3.ggpht.com/ytc/AKedOLTh0wRgrykg7rbT3clecxkF04bsiezdTN3jLED2TaE=s176-c-k-c0x00ffffff-no-rj,0.0
Ugwr9ZNWSwIAgsc2wMl4AaABAg,Ah damn what is that bruh slams credit card,1 maand geleden (bewerkt),Marsy,UC44Nh7vdfh044us_tjNZklg,0,https://yt3.ggpht.com/x_081lwplsOqULlNvDTStnR8wjmw8vIhBQ92KHur2wc0LLiUHBGbAzsg8BEmwOIxAMS8fn3qCA=s176-c-k-c0x00ffffff-no-rj,0.0
Ugy9i40UNc44OnE4yUl4AaABAg,Do you wanna build a snowman ~ ☃️☃️☃️,1 maand geleden,Gekkopedia,UCsZbZMWyUgVLqBFS6ewW2JA,0,https://yt3.ggpht.com/ytc/AKedOLRN1F8lihwfM0J21ghPaIQ0ZzNOTAZWdQUFLWCVOw=s176-c-k-c0x00ffffff-no-rj,0.0
Ugz39nI_90uRqm4BLaZ4AaABAg,Time to whale once again,1 maand geleden,REA Secio,UCSNDaVK0FnX7RegDhudxf5g,0,https://yt3.ggpht.com/ytc/AKedOLT8FZbBSw4RS1SVgoENR6DbuHmbcxq5XJA-vbIJ=s176-c-k-c0x00ffffff-no-rj,0.0
UgzlJzV2fUjKkq6_iGx4AaABAg,"albedo: my notes are gone…
goes insane",1 maand geleden,ahem Ahem,UCFZKpcbrKLWUKDnXjuFxDug,0,https://yt3.ggpht.com/ytc/AKedOLSZEFsgux3BObVkcoKux-NC2f1v-c_rQ7_-lHS6=s176-c-k-c0x00ffffff-no-rj,0.0
UgzSC0y1zr2_3KCWD3B4AaABAg,itto sounds like Ryuji,1 maand geleden,Cloud Tan,UC5mEV10T2cr-hhvYrsSIF0A,0,https://yt3.ggpht.com/ytc/AKedOLSt35L-WJ0HgnHUxPZYfavY8uhqu8bRb8BgU_V74w=s176-c-k-c0x00ffffff-no-rj,0.0
UgxwxAAttSeZHvZ8voF4AaABAg,"Ooh yeah, the inazuma part of the trailer was kind of a let down, but the moment Albedo and Eula made their entry, it was spiced up
Really looking forward to that quest now",1 maand geleden,Pranjal Jain,UCfk4vmZS1MDN5C2QetkP_Hw,17,https://yt3.ggpht.com/ytc/AKedOLRXLRHYRwbowviIW7AYSE2ii5_f06ttLd2iq5nJ=s176-c-k-c0x00ffffff-no-rj,0.0
UgxTVAjC5YoQiF_M1-F4AaABAg,Hyyyyyyyype,1 maand geleden,Hadi Aslam,UCKkfx4HExJQdaz_LLv6uUXA,1,https://yt3.ggpht.com/ytc/AKedOLRoYoqumdJ0Z_is-vEe1U7wNK0ljEm5f095kx0w=s176-c-k-c0x00ffffff-no-rj,0.0
UgxSBBGsHd6cHO7nVvl4AaABAg,Finally into and gorou,1 maand geleden,Le Tanish,UC6YskU9a2yIpevsyhpnWgXA,0,https://yt3.ggpht.com/ytc/AKedOLTsWBdd-YGiujj7rAyhHGR3jdAeDL4J-dX3jVyL4w=s176-c-k-c0x00ffffff-no-rj,0.0
UgyZzPfTP_Zgy5qHQKB4AaABAg,I have albedo and am happy that they will buff him finally and I hope he can use cryo in gameplay am planning to get him c1 or c2,1 maand geleden (bewerkt),T4ha Games,UCVxgazVo8znyiOeXZOfw37Q,1,https://yt3.ggpht.com/yP6D024fuiXrZqhpjNPtzyCT8Zy4Yg-AyARltoF-aCAM2Nl2fIxNBtl085gz-zHiWl53FPFPzA=s176-c-k-c0x00ffffff-no-rj,0.0
UgxORymLMMkDT1fWkjx4AaABAg,ALBEDOOOO,1 maand geleden,T!ffy,UCRQ-vmhloOZSMDBpob8oH0Q,0,https://yt3.ggpht.com/ytc/AKedOLTWYJpeMc0ktuU2NiK4-vqvPbMcGlVaxFl8o-M5jPU=s176-c-k-c0x00ffffff-no-rj,0.0
UgyXwnAN7FFq8HqTcfF4AaABAg,OOGA BOOGA ME IS HERE,1 maand geleden,Miyori Dazai stan,UCjbrP6celh7Hzf_aiMmnRgw,0,https://yt3.ggpht.com/ytc/AKedOLQ8jONESnHKqBYpof7R44qQqMV4NEEwq0YHLgRkmA=s176-c-k-c0x00ffffff-no-rj,0.0
UgyhUkR-sa5ENvSMGSB4AaABAg,New patch ok,1 maand geleden,MOHEFSKY FIRST,UCZ81BmmgBaZNFa3eVd5hyIw,0,https://yt3.ggpht.com/ytc/AKedOLQpkrhB6Bpkbh6svLkJ2ZUeyxqpQjDBPUhWNoZRWQ=s176-c-k-c0x00ffffff-no-rj,0.0
Ugy4rKvt2X93TbtsXH54AaABAg,GENSHIN FINALLY REMEMBERED AMBER YASSSSS,1 maand geleden,ryzhikov,UCiGsF3pfcSGETQnk-ueBxJg,0,https://yt3.ggpht.com/_EtCBNTve_fwRX7_jaaYeMfUcRu_8pkf1gvm_wv6WVwv7xxTDGPk0eh0buFmqSx-X6UCRjEiq2g=s176-c-k-c0x00ffffff-no-rj,0.0
Ugzi8yzF5PNpQGk2UoZ4AaABAg,Чеееее,1 maand geleden,Алья Альбертих,UCP-z_BOR3rjvsI6bW-BIHEg,0,https://yt3.ggpht.com/ytc/AKedOLR3Kq3VBz30vR_4fHe3shnEGthmMyAT1wk3e5XBvg=s176-c-k-c0x00ffffff-no-rj,0.0
Ugx1fr8LvTIu4xm8wyJ4AaABAg,Was that kid timmie?,1 maand geleden,John Ray Comenta,UCOVHys6v8GPSyQExvEPMdbw,0,https://yt3.ggpht.com/ytc/AKedOLRMs_PPTSd0vsPIIkNZLpklq1Nde-tXRethEt257A=s176-c-k-c0x00ffffff-no-rj,0.0
UgxwxAAttSeZHvZ8voF4AaABAg.9UdoYtuHSdY9UdphFaTkr8,https://youtu.be/EEa77RlP2Wc,1 maand geleden,gelas lawas,UCgMB3dptUPXKI_t9mxHIFrA,0,https://yt3.ggpht.com/ytc/AKedOLTBQxmHdxoPlTwWyVuDxRxlwtFfqon2UGPTSO2O=s176-c-k-c0x00ffffff-no-rj,0.0
UgzU0ympQ3YQOsmX2pd4AaABAg,Albedo has Cryo vision now?? 👁👄👁,1 maand geleden,centurygothicc,UC3RV7qvfvCTBUY1hIYtqpKw,0,https://yt3.ggpht.com/NEEZWUzEZKNypz5CtpDJfsVVL8H_TVttn5i98TCQapLgk9Nbf9bug-1otFSsgLDMOgj-3-cbpKo=s176-c-k-c0x00ffffff-no-rj,0.0
UgwXl6qnCUXVXr_UfKN4AaABAg,Albedo secretly being the Tsaritsa confirmed,1 maand geleden,somebody,UCFprq6f0Hf2s8YqZXg_HcSw,0,https://yt3.ggpht.com/ytc/AKedOLSJIak9Sc39aZREIQg8G56_4eMCMjxoFOBk8g=s176-c-k-c0x00ffffff-no-rj,0.0
UgyNShIsqqzWSUKbLz14AaABAg,"This trailer : traveler vs Albedo
Me in my head : never let you go",1 maand geleden,Paan,UCK3-yiCovLk1T9zeLgJt-Dw,0,https://yt3.ggpht.com/ytc/AKedOLTeOVrYDq6Pxg4B1KhXORuOPx636GZTuFYpNw=s176-c-k-c0x00ffffff-no-rj,0.0
UgxMz2cDcDnE1B5ztph4AaABAg,Evil albedo moment baby lets go,1 maand geleden,E,UCWO2lkdCQoCsM3jKsd7E7XA,1,https://yt3.ggpht.com/ytc/AKedOLSutiAkakpyNC4pu0Vl-Y1o4Hv4xIlpuDnFBA=s176-c-k-c0x00ffffff-no-rj,0.0
UgyiGH5de-f3pe7tseF4AaABAg,Omfg if everyone's theory was correct im gonna scream,1 maand geleden,Sukiru,UCKF9Wlp2UkeeKfEnakIWObg,0,https://yt3.ggpht.com/0Qj6o6KsJTOQQUbrm4uzFeH2qj4HEwLlUSaSG67_XZte3Ei3TvwQA3O9C1Hnhrj7UMdvciVsPg=s176-c-k-c0x00ffffff-no-rj,0.0
Ugx0RoTyULI4SKw37It4AaABAg,Why does itto look weak in game- wtf,1 maand geleden,Levi !,UCIEFBYYVRE7G_V1U-XjAdsQ,0,https://yt3.ggpht.com/STBpa6ZAEJXuKFjBNgDN6LmGAb7wPtqz3nePXi5PWxKd_9nuVnaXfv5yGbFE0yZflh3QM4-Q=s176-c-k-c0x00ffffff-no-rj,0.0
